Rank;Sourceid;Title;Type;Issn;SJR Best Quartile;H index;Categories
221;26422;SIAM Journal on Optimization;journal;10526234,10957190;Q1;137;Software (Q1),Theoretical Computer Science (Q1)
222;28330;Gastroenterology;journal;15280012,00165090;Q1;442;Gastroenterology (Q1)
223;20779;European Journal of Immunology;journal;142980,15214141;Q1;218;Immunology (Q1),Immunology and Allergy (Q1)
224;23672;RAND Journal of Economics;journal;17562171,07416260;Q1;121;Economics and Econometrics (Q1)
225;22899;Journal of Consumer Research;journal;935301,15375277;Q1;210;Anthropology (Q1),Arts and Humanities (miscellaneous) (Q1),Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
226;26704;Astronomical Journal;journal;46256,15383881;Q1;259;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
227;13552;Journals of the Atmospheric Sciences;journal;15200469,00224930;Q1;184;Atmospheric Science (Q1)
228;19351;Annals of the Missouri Botanical Garden;journal;266493;Q1;77;Ecology,Evolution,Behavior and Systematics (Q1),Plant Science (Q1)
229;21848;Global Biogeochemical Cycles;journal;8866236,19449224;Q1;204;Atmospheric Science (Q1),Environmental Chemistry (Q1),Environmental Science (miscellaneous) (Q1),Global and Planetary Change (Q1)
230;15499;Journal of Experimental Social Psychology;journal;221031,10960465;Q1;161;Social Psychology (Q1),Sociology and Political Science (Q1)
231;21100855886;Journal of Geophysical Research, Solid Earth;journal;21699356,21699310;Q1;259;Earth and Planetary Sciences (miscellaneous) (Q1),Geochemistry and Petrology (Q1),Geophysics (Q1),Space and Planetary Science (Q1)
232;29492;American Psychologist;journal;0003066X,1935990X;Q1;256;Medicine (miscellaneous) (Q1),Psychology (miscellaneous) (Q1)
233;12812;Personality and Social Psychology Review;journal;10888683,15327960;Q1;177;Social Psychology (Q1)
234;25959;Annales Scientifiques de l'Ecole Normale Superieure;journal;129593;Q1;59;Mathematics (miscellaneous) (Q1)
235;19669;Current Opinion in Microbiology;journal;18790364,13695270;Q1;193;Infectious Diseases (Q1),Microbiology (Q1),Microbiology (medical) (Q1)
236;29482;Physics Letters,Section B, Nuclear,Elementary Particle and High-Energy Physics;journal;3702693;Q1;275;Nuclear and High Energy Physics (Q1)
237;15370;Journal of Abnormal Psychology;journal;1939843X,0021843X;Q1;213;Biological Psychiatry (Q1),Clinical Psychology (Q1),Developmental and Educational Psychology (Q1),Psychiatry and Mental Health (Q1)
238;27237;IEEE/ACM Transactions on Networking;journal;10636692;Q1;179;Computer Networks and Communications (Q1),Computer Science Applications (Q1),Electrical and Electronic Engineering (Q1),Software (Q1)
239;16101;Human Brain Mapping;journal;10659471,10970190;Q1;209;Anatomy (Q1),Neurology (Q1),Neurology (clinical) (Q1),Radiological and Ultrasound Technology (Q1),Radiology,Nuclear Medicine and Imaging (Q1)
240;27062;American Journal of Pathology;journal;29440,15252191;Q1;297;Pathology and Forensic Medicine (Q1)
241;14082;Quarterly Journal of the Royal Meteorological Society;journal;1477870X,00359009;Q1;157;Atmospheric Science (Q1)
242;20497;Annual Review of Materials Research;book series;15317331,15454120;Q1;173;Materials Science (miscellaneous) (Q1)
243;14131;Methods in Enzymology;journal;766879,15577988;Q1;177;Biochemistry (Q1),Molecular Biology (Q1)
244;29993;Annual Review of Nutrition;journal;1999885,15454312;Q1;174;Medicine (miscellaneous) (Q1),Nutrition and Dietetics (Q1)
245;28372;Oceanography and Marine Biology;book series;783218;Q1;57;Aquatic Science (Q1),Oceanography (Q1)
246;29544;Journal of Animal Ecology;journal;218790,13652656;Q1;170;Animal Science and Zoology (Q1),Ecology,Evolution,Behavior and Systematics (Q1)
247;12863;Optics Letters;journal;1469592,15394794;Q1;289;Atomic and Molecular Physics,and Optics (Q1)
248;17339;IEEE Transactions on Automatic Control;journal;189286,15582523;Q1;314;Computer Science Applications (Q1),Control and Systems Engineering (Q1),Electrical and Electronic Engineering (Q1)
249;12459;Journal of the National Cancer Institute;journal;14602105,00278870;Q1;377;Cancer Research (Q1),Oncology (Q1)
250;16514;Review of Research in Education;journal;0091732X,19351038;Q1;69;Education (Q1)
251;26111;Frontiers in Neuroendocrinology;journal;913022,10956808;Q1;144;Endocrine and Autonomic Systems (Q1)
252;29857;Journal of Accounting Research;journal;1475679X,00218456;Q1;158;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
253;15478;Journal of Experimental Psychology, General;journal;963445,19392222;Q1;178;Developmental Neuroscience (Q1),Experimental and Cognitive Psychology (Q1),Medicine (miscellaneous) (Q1),Psychology (miscellaneous) (Q1)
254;14160;Molecular Neurobiology;journal;8937648,15591182;Q1;130;Cellular and Molecular Neuroscience (Q1),Neurology (Q1),Neuroscience (miscellaneous) (Q1)
255;26463;Progress in Lipid Research;journal;18732194,01637830;Q1;162;Biochemistry (Q1),Cell Biology (Q1)
256;17814;Materials Science and Engineering, R, Reports;journal;0927796X;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
257;19202;Mathematics of Control,Signals,and Systems;journal;09324194,1435568X;Q1;41;Applied Mathematics (Q1),Control and Optimization (Q1),Control and Systems Engineering (Q1),Signal Processing (Q1)
258;80370;Journal of Financial and Quantitative Analysis;journal;221090,17566916;Q1;138;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
259;19726;Educational Evaluation and Policy Analysis;journal;1623737,19351062;Q1;90;Education (Q1)
260;25835;International Security;journal;15314804,01622890;Q1;120;Law (Q1),Political Science and International Relations (Q1),Sociology and Political Science (Q1)
261;14434;Cladistics;journal;10960031,07483010;Q1;100;Ecology,Evolution,Behavior and Systematics (Q1)
262;25208;Archive for Rational Mechanics and Analysis;journal;39527,14320673;Q1;105;Analysis (Q1),Mathematics (miscellaneous) (Q1),Mechanical Engineering (Q1)
263;19881;Advanced Materials;journal;9359648,15214095;Q1;605;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1),Nanoscience and Nanotechnology (Q1)
264;16791;Biochimica et Biophysica Acta - Bioenergetics;journal;52728,18792650;Q1;187;Biochemistry (Q1),Biophysics (Q1),Cell Biology (Q1)
265;26580;Geometric and Functional Analysis;journal;14208970,1016443X;Q1;74;Analysis (Q1),Geometry and Topology (Q1)
266;24870;Journal of Human Resources;journal;15488004,0022166X;Q1;118;Economics and Econometrics (Q1),Management of Technology and Innovation (Q1),Organizational Behavior and Human Resource Management (Q1),Strategy and Management (Q1)
267;22961;Journal of Marketing Research;journal;222437,15477193;Q1;192;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
268;29576;Limnology and Oceanography;journal;243590,19395590;Q1;216;Aquatic Science (Q1),Oceanography (Q1)
269;15482;Journal of Experimental Psychology, Learning Memory and Cognition;journal;19391285,02787390;Q1;169;Experimental and Cognitive Psychology (Q1),Linguistics and Language (Q1)
270;25252;Contributions to Mineralogy and Petrology;journal;107999,14320967;Q1;164;Geochemistry and Petrology (Q1),Geophysics (Q1)
271;21100778657;Acta Crystallographica Section D, Structural Biology;journal;20597983;Q1;148;Structural Biology (Q1)
272;15557;American Political Science Review;journal;15375943,00030550;Q1;191;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
273;12872;Cognitive Psychology;journal;10955623,00100290;Q1;130;Artificial Intelligence (Q1),Developmental and Educational Psychology (Q1),Experimental and Cognitive Psychology (Q1),Linguistics and Language (Q1),Neuropsychology and Physiological Psychology (Q1)
274;25870;Geochimica et Cosmochimica Acta;journal;00167037,0046564X;Q1;268;Geochemistry and Petrology (Q1)
275;21195;Pharmacology and Therapeutics;journal;1879016X,01637258;Q1;220;Pharmacology (Q1),Pharmacology (medical) (Q1)
276;22466;Arteriosclerosis,Thrombosis,and Vascular Biology;journal;10795642,15244640;Q1;287;Cardiology and Cardiovascular Medicine (Q1)
277;18000;American Journal of Respiratory and Critical Care Medicine;journal;1073449X,15354970;Q1;404;Critical Care and Intensive Care Medicine (Q1),Pulmonary and Respiratory Medicine (Q1)
278;16590;Lancet,The;journal;01406736,1474547X;Q1;855;Medicine (miscellaneous) (Q1)
279;19708;FEMS Microbiology Reviews;journal;1686445,15746976;Q1;237;Infectious Diseases (Q1),Microbiology (Q1)
280;13482;Monthly Weather Review;journal;15200493,00270640;Q1;198;Atmospheric Science (Q1)
281;17466;Neurobiology of Disease;journal;1095953X,09699961;Q1;183;Neurology (Q1)
282;24393;Journal of International Economics;journal;221996;Q1;151;Economics and Econometrics (Q1),Finance (Q1)
283;22845;Radiocarbon;journal;338222;Q1;88;Archeology (arts and humanities) (Q1),Earth and Planetary Sciences (miscellaneous) (Q1)
284;24654;American Journal of Mathematics;journal;10806377,00029330;Q1;66;Mathematics (miscellaneous) (Q1)
285;20833;Health Affairs;journal;2782715,15445208;Q1;199;Health Policy (Q1),Medicine (miscellaneous) (Q1)
286;24085;Progress in Nuclear Magnetic Resonance Spectroscopy;journal;796565,18733301;Q1;114;Analytical Chemistry (Q1),Biochemistry (Q1),Materials Science (miscellaneous) (Q1),Nuclear and High Energy Physics (Q1),Spectroscopy (Q1)
287;18742;Psychological Medicine;journal;14698978,00332920;Q1;232;Applied Psychology (Q1),Psychiatry and Mental Health (Q1)
288;29443;Advances in the Study of Behavior;book series;653454;Q1;72;Animal Science and Zoology (Q1),Behavioral Neuroscience (Q1),Neuropsychology and Physiological Psychology (Q1)
289;27545;European Physical Journal C;journal;14346052,14346040;Q1;188;Engineering (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
290;26831;Deep-Sea Research Part II, Topical Studies in Oceanography;journal;9670645;Q1;152;Oceanography (Q1)
291;28218;Monthly Notices of the Royal Astronomical Society;journal;13652966,00358710;Q1;357;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
292;23011;Economic Journal;journal;14680297,00130130;Q1;179;Economics and Econometrics (Q1)
293;16867;Biochemistry;journal;15204995,00062960;Q1;269;Biochemistry (Q1)
294;12503;Remote Sensing of Environment;journal;344257;Q1;327;Computers in Earth Sciences (Q1),Geology (Q1),Soil Science (Q1)
295;23392;Chemistry - A European Journal;journal;15213765,09476540;Q1;261;Chemistry (miscellaneous) (Q1)
296;27788;Journal of Physical Oceanography;journal;15200485,00223670;Q1;158;Oceanography (Q1)
297;21675;Journal of Endovascular Therapy;journal;15451550,15266030;Q1;107;Cardiology and Cardiovascular Medicine (Q1),Medicine (miscellaneous) (Q1),Radiology,Nuclear Medicine and Imaging (Q1)
298;15131;Global Change Biology;journal;13652486,13541010;Q1;293;Ecology (Q1),Environmental Chemistry (Q1),Environmental Science (miscellaneous) (Q1),Global and Planetary Change (Q1)
299;15574;Information Systems Research;journal;15265536,10477050;Q1;177;Computer Networks and Communications (Q1),Information Systems (Q1),Information Systems and Management (Q1),Library and Information Sciences (Q1),Management Information Systems (Q1)
300;17864;Radiology;journal;338419,15271315;Q1;320;Radiology,Nuclear Medicine and Imaging (Q1)
301;16615;Plant Physiology;journal;320889,15322548;Q1;344;Genetics (Q1),Physiology (Q1),Plant Science (Q1)
302;26927;International Reviews in Physical Chemistry;journal;0144235X,1366591X;Q1;89;Physical and Theoretical Chemistry (Q1)
303;22478;Journal of Memory and Language;journal;10960821,0749596X;Q1;164;Artificial Intelligence (Q1),Experimental and Cognitive Psychology (Q1),Linguistics and Language (Q1),Neuropsychology and Physiological Psychology (Q1)
304;18946;Journal of Molecular Evolution;journal;14321432,00222840;Q1;133;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Molecular Biology (Q1)
305;29234;Physics Today;trade journal;319228;Q1;118;Physics and Astronomy (miscellaneous) (Q1)
306;12198;Journal of Bone and Joint Surgery;journal;15351386,00219360;Q1;290;Medicine (miscellaneous) (Q1),Orthopedics and Sports Medicine (Q1),Sports Science (Q1),Surgery (Q1)
307;14906;Progress in Biophysics and Molecular Biology;journal;18731732,00796110;Q1;116;Biophysics (Q1),Molecular Biology (Q1)
308;14364;British Journal of Psychiatry;journal;71250,14721465;Q1;249;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
309;19963;Molecular Pharmacology;journal;15210111,0026895X;Q1;207;Molecular Medicine (Q1),Pharmacology (Q1)
310;29646;Progress in Surface Science;journal;796816;Q1;86;Condensed Matter Physics (Q1),Surfaces and Interfaces (Q1),Surfaces,Coatings and Films (Q1)
311;23714;Marketing Science;journal;07322399,1526548X;Q1;145;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
312;26371;Natural Product Reports;journal;2650568,14604752;Q1;200;Biochemistry (Q1),Drug Discovery (Q1),Organic Chemistry (Q1)
313;24155;Journal of Atmospheric Chemistry;journal;15730662,01677760;Q1;73;Atmospheric Science (Q1),Environmental Chemistry (Q1)
314;22238;Operations Research;journal;0030364X,15265463;Q1;154;Computer Science Applications (Q1),Management Science and Operations Research (Q1)
315;19684;Criminology;journal;17459125,00111380;Q1;156;Law (Q1),Pathology and Forensic Medicine (Q1)
316;26405;SIAM Journal on Control and Optimization;journal;10957138,03630130;Q1;124;Applied Mathematics (Q1),Control and Optimization (Q1)
317;19584;Annual Review of Public Health;journal;1637525,15452093;Q1;166;Medicine (miscellaneous) (Q1),Public Health,Environmental and Occupational Health (Q1)
318;20287;Ecological Applications;journal;19395582,10510760;Q1;230;Ecology (Q1)
319;25793;Quaternary Research;journal;335894;Q1;123;Arts and Humanities (miscellaneous) (Q1),Earth and Planetary Sciences (miscellaneous) (Q1),Earth-Surface Processes (Q1)
320;20862;Trends in Microbiology;journal;18784380,0966842X;Q1;221;Infectious Diseases (Q1),Microbiology (Q1),Microbiology (medical) (Q1),Virology (Q1)
321;17557;Journal of Money,Credit and Banking;journal;15384616,00222880;Q1;119;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
322;17282;Learning and Memory;journal;10720502,15495490;Q1;145;Cellular and Molecular Neuroscience (Q1),Cognitive Neuroscience (Q1),Neuropsychology and Physiological Psychology (Q1)
323;28987;Tectonics;journal;2787407,19449194;Q1;152;Geochemistry and Petrology (Q1),Geophysics (Q1)
324;15714;Geotechnique;journal;17517656,00168510;Q1;157;Earth and Planetary Sciences (miscellaneous) (Q1),Geotechnical Engineering and Engineering Geology (Q1)
325;28371;Hepatology;journal;2709139,15273350;Q1;387;Hepatology (Q1),Medicine (miscellaneous) (Q1)
326;26532;Advances in Catalysis;book series;3600564;Q1;59;Catalysis (Q1),Chemistry (miscellaneous) (Q1)
327;23475;Journal of Neurophysiology;journal;15221598,00223080;Q1;259;Neuroscience (miscellaneous) (Q1),Physiology (Q1)
328;14547;Social Choice and Welfare;journal;01761714,1432217X;Q1;57;Economics and Econometrics (Q1),Social Sciences (miscellaneous) (Q1)
329;26765;Astrophysical Journal;journal;0004637X,15384357;Q1;462;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
330;23876;Journal of Differential Geometry;journal;0022040X,1945743X;Q1;78;Algebra and Number Theory (Q1),Analysis (Q1),Geometry and Topology (Q1)
331;29838;Journal of Accounting and Economics;journal;1654101;Q1;174;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
332;24909;Automatica;journal;51098;Q1;305;Control and Systems Engineering (Q1),Electrical and Electronic Engineering (Q1)
333;25936;Duke Mathematical Journal;journal;15477398,00127090;Q1;90;Mathematics (miscellaneous) (Q1)
334;24421;Journal of Metamorphic Geology;journal;15251314,02634930;Q1;121;Geochemistry and Petrology (Q1),Geology (Q1)
335;23894;Journal of Functional Analysis;journal;10960783,00221240;Q1;107;Analysis (Q1)
336;15645;Journal of Health and Social Behavior;journal;221465,21506000;Q1;141;Public Health,Environmental and Occupational Health (Q1),Social Psychology (Q1)
337;26947;Journal of Catalysis;journal;10902694,00219520;Q1;264;Catalysis (Q1),Physical and Theoretical Chemistry (Q1)
338;29425;Harvard Educational Review;journal;178055;Q1;91;Education (Q1)
339;4400151603;Advances in Inorganic Chemistry;book series;8988838,15578917;Q1;57;Inorganic Chemistry (Q1)
340;26421;SIAM Journal on Numerical Analysis;journal;361429,10957170;Q1;140;Numerical Analysis (Q1)
341;27962;Geophysical Research Letters;journal;948276;Q1;305;Earth and Planetary Sciences (miscellaneous) (Q1),Geophysics (Q1)
342;21103;Milbank Quarterly;journal;0887378X,14680009;Q1;111;Health Policy (Q1),Public Health,Environmental and Occupational Health (Q1)
